Term	Genes	P.value	Adjusted.P.value
potassium ion leak channel activity (GO:0022841)	KCNK6	0.08669932386563564	0.22275057054709466
bile acid transmembrane transporter activity (GO:0015125)	SLCO2B1	0.08669932386563564	0.22275057054709466
G-protein beta/gamma-subunit complex binding (GO:0031683)	GNA13	0.0918635949518264	0.2289734381635076
receptor antagonist activity (GO:0048019)	CCL5	0.0918635949518264	0.2289734381635076
growth factor receptor binding (GO:0070851)	SNX1;IL1R1	0.09549673840912326	0.23452875462240566
MHC protein complex binding (GO:0023023)	CD74	0.10210546516485934	0.23682795392404876
leak channel activity (GO:0022840)	KCNK6	0.10210546516485934	0.23682795392404876
transforming growth factor beta binding (GO:0050431)	TGFBR2	0.10210546516485934	0.23682795392404876
insulin receptor binding (GO:0005158)	SNX1	0.10210546516485934	0.23682795392404876
transferase activity, transferring hexosyl groups (GO:0016758)	B4GALT1;HEXB	0.10976205232938706	0.24770625322983295
phosphatidylinositol binding (GO:0035091)	SNX1;NCF1	0.10976205232938706	0.24770625322983295
inward rectifier potassium channel activity (GO:0005242)	KCNK6	0.11223284006929028	0.24990512388761968
phosphatidylinositol-4-phosphate binding (GO:0070273)	GSDMD	0.1172539887068551	0.2576502120269053
protein kinase regulator activity (GO:0019887)	GMFG;NCKAP1L	0.12267231558356485	0.2655550389594107
kinase activator activity (GO:0019209)	NCKAP1L	0.12721199471109496	0.2655550389594107
UDP-galactosyltransferase activity (GO:0035250)	B4GALT1	0.12721199471109496	0.2655550389594107
NF-kappaB binding (GO:0051059)	NFKBIA	0.12721199471109496	0.2655550389594107
epidermal growth factor receptor binding (GO:0005154)	SNX1	0.1321491639735245	0.26589048654913966
triglyceride lipase activity (GO:0004806)	PNPLA2	0.1321491639735245	0.26589048654913966
metal ion transmembrane transporter activity (GO:0046873)	SLC11A1	0.1321491639735245	0.26589048654913966
calcium channel regulator activity (GO:0005246)	SGK1	0.13705865061663106	0.2724856506306832
endopeptidase activity (GO:0004175)	C1QB;C1QA;CTSS;C1QC	0.14074947548834765	0.27653132243004774
nuclear localization sequence binding (GO:0008139)	NFKBIA	0.14679519047539408	0.28177927367115874
acylglycerol O-acyltransferase activity (GO:0016411)	PNPLA2	0.14679519047539408	0.28177927367115874
glutathione transferase activity (GO:0004364)	HPGDS	0.1564228347708119	0.29684787962188164
O-acyltransferase activity (GO:0008374)	PNPLA2	0.1611961988204034	0.3022535171514665
monocarboxylic acid transmembrane transporter activity (GO:0008028)	SLCO2B1	0.1659427906060538	0.3022535171514665
transition metal ion transmembrane transporter activity (GO:0046915)	SLC11A1	0.1659427906060538	0.3022535171514665
GTPase activator activity (GO:0005096)	ARHGAP30;NCKAP1L;ARHGAP45	0.16683383589177175	0.3022535171514665
phosphoric diester hydrolase activity (GO:0008081)	PLCG2	0.1706627589546523	0.3022535171514665
sodium-independent organic anion transmembrane transporter activity (GO:0015347)	SLCO2B1	0.1706627589546523	0.3022535171514665
G-protein coupled receptor binding (GO:0001664)	GNA13;CCL5	0.1733172828328907	0.3022535171514665
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	CCL8;SYK;CCL5	0.17375052482958553	0.3022535171514665
manganese ion binding (GO:0030145)	B4GALT1	0.18002341649109183	0.30993722220631276
RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	AKNA;IRF1;IRF8	0.18498314115909392	0.31522637319968044
potassium ion transmembrane transporter activity (GO:0015079)	KCNK6	0.19386840050729504	0.32703053418907346
sulfotransferase activity (GO:0008146)	TPST2	0.19843170777529265	0.32809995246013735
signal sequence binding (GO:0005048)	NFKBIA	0.19843170777529265	0.32809995246013735
protein kinase C binding (GO:0005080)	PLEK	0.20296941061883486	0.33147944043146405
core promoter proximal region sequence-specific DNA binding (GO:0000987)	AKNA;IRF1;IRF8	0.20799424763154015	0.33147944043146405
transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	AKNA;IRF1;IRF8	0.21091629197136372	0.33147944043146405
kinase activity (GO:0016301)	CCL8;SYK;CCL5	0.21091629197136372	0.33147944043146405
kinase binding (GO:0019900)	CEBPA;PTPRC;ITGB2;FAS	0.21150886464397536	0.33147944043146405
lipase activity (GO:0016298)	PNPLA2	0.21643031266006105	0.33147944043146405
potassium channel regulator activity (GO:0015459)	SGK1	0.21643031266006105	0.33147944043146405
transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228)	CEBPA;AKNA;IRF1	0.21678776005186015	0.33147944043146405
cytokine activity (GO:0005125)	CCL8;CCL5	0.21833975118240148	0.33147944043146405
transforming growth factor beta receptor binding (GO:0005160)	TGFBR2	0.2208670139019746	0.3322954173119798
single-stranded RNA binding (GO:0003727)	TLR7	0.22527881484079657	0.3359068042715449
ribonuclease activity (GO:0004540)	RNASE4	0.2426797745527419	0.3586506402682115
acetylglucosaminyltransferase activity (GO:0008375)	HEXB	0.2469691364760274	0.3617881209780401
Rab guanyl-nucleotide exchange factor activity (GO:0017112)	RIN2	0.25123441778349326	0.36483606756385545
collagen binding (GO:0005518)	CTSS	0.255475752456584	0.36779698845042696
transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077)	AKNA;IRF1	0.2600593363239467	0.3711958048384538
iron ion binding (GO:0005506)	LCN2	0.2638871142135861	0.37304655607583304
SH3 domain binding (GO:0017124)	NCF1	0.26805740556347285	0.37304655607583304
protein kinase activator activity (GO:0030295)	NCKAP1L	0.26805740556347285	0.37304655607583304
Rho guanyl-nucleotide exchange factor activity (GO:0005089)	GNA13	0.2845056905022261	0.3824567569852846
kinase inhibitor activity (GO:0019210)	GMFG	0.2845056905022261	0.3824567569852846
nuclease activity (GO:0004518)	RNASE4	0.2845056905022261	0.3824567569852846
double-stranded RNA binding (GO:0003725)	TLR7	0.2845056905022261	0.3824567569852846
ligand-gated cation channel activity (GO:0099094)	KCNK6	0.28856018790506505	0.3824567569852846
phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	GSDMD	0.28856018790506505	0.3824567569852846
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	MERTK	0.2925919118076534	0.38397182296995586
protein tyrosine phosphatase activity (GO:0004725)	PTPRC	0.29660098900074433	0.38397182296995586
anion transmembrane transporter activity (GO:0008509)	SLCO2B1	0.29660098900074433	0.38397182296995586
protein kinase binding (GO:0019901)	PTPRC;ITGB2;PLEK;MERTK	0.3066098967550257	0.3902911423375073
mitogen-activated protein kinase kinase binding (GO:0031434)	MERTK	0.3084935975362333	0.3902911423375073
cysteine-type peptidase activity (GO:0008234)	CTSS	0.3084935975362333	0.3902911423375073
secondary active transmembrane transporter activity (GO:0015291)	SLCO2B1	0.3124133416468328	0.39227840642872996
protein kinase inhibitor activity (GO:0004860)	GMFG	0.31631106257055025	0.39420856305434243
phospholipase activity (GO:0004620)	PLCG2	0.3240409245099103	0.4008506251344816
organic anion transmembrane transporter activity (GO:0008514)	SLCO2B1	0.32787330879034837	0.40260913652932484
endonuclease activity (GO:0004519)	RNASE4	0.33924172042330947	0.41352822854520205
protein serine/threonine kinase activity (GO:0004674)	SYK;SGK1;TGFBR2	0.3449873905546873	0.41748474074371583
MAP kinase kinase kinase activity (GO:0004709)	MERTK	0.3577670539335288	0.4298352374597073
regulatory region DNA binding (GO:0000975)	CEBPA;IKZF1	0.36173225851808255	0.4305028496834823
protein transporter activity (GO:0008565)	RAMP2	0.3650322070290576	0.4305028496834823
phosphatidylinositol phosphate binding (GO:1901981)	GSDMD	0.36863417667507764	0.4305028496834823
cysteine-type endopeptidase activity (GO:0004197)	CTSS	0.36863417667507764	0.4305028496834823
voltage-gated potassium channel activity (GO:0005249)	KCNK6	0.38284065023709285	0.4439888096499619
transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078)	IRF8	0.42358656159272895	0.4878548674895568
potassium channel activity (GO:0005267)	KCNK6	0.43334921883721866	0.4956802708617501
carboxylic ester hydrolase activity (GO:0052689)	PNPLA2	0.44294796512449364	0.5032129943931322
ubiquitin protein ligase binding (GO:0031625)	NFKBIA;TNFRSF1B	0.47849060716177905	0.5399184553784939
RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)	AKNA;IRF1;IRF8	0.4834824360187158	0.5418897101686279
ubiquitin-like protein ligase binding (GO:0044389)	NFKBIA;TNFRSF1B	0.5020892022329526	0.5589926451526872
actin filament binding (GO:0051015)	ARPC1B	0.5141552165788452	0.5648942182149155
magnesium ion binding (GO:0000287)	HPGDS	0.5141552165788452	0.5648942182149155
cadherin binding (GO:0045296)	SNX1;EHD4	0.5301869039624912	0.5787007383120002
phosphoprotein phosphatase activity (GO:0004721)	PTPRC	0.5384649693894263	0.5829813655840409
cytokine receptor binding (GO:0005126)	CCL5	0.5410904890151278	0.5829813655840409
cation channel activity (GO:0005261)	KCNK6	0.5640638030811925	0.6038375327856356
transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)	IRF8	0.5952489734210243	0.6331629207726819
transcription regulatory region DNA binding (GO:0044212)	CEBPA;IKZF1	0.6272226013680446	0.6629504710662244
transition metal ion binding (GO:0046914)	B4GALT1;LCN2	0.6623041991124822	0.6956276808288334
GTPase activity (GO:0003924)	GNA13	0.717725371062967	0.7491258560469718
actin binding (GO:0003779)	ARPC1B	0.7650474562075861	0.7935585415320925
calcium ion binding (GO:0005509)	HPGDS	0.8022340197086968	0.8269943289589652
transcription coactivator activity (GO:0003713)	CEBPA	0.810034306901295	0.8299124494019403
DNA binding (GO:0003677)	CEBPA;IRF1;IKZF1	0.8854399885250352	0.9016370614858591
nucleoside-triphosphatase activity (GO:0017111)	GNA13	0.9118063386488625	0.9228585366930913
metal ion binding (GO:0046872)	HPGDS	0.9205372513641061	0.9260826564928056
RNA binding (GO:0003723)	TLR7	0.9997069078729183	0.9997069078729183
Microglia in Cerebellum	CD86;C1QB;KCNK6;CEBPA;C1QA;CD84;CSF3R;NRROS;B4GALT1;ITGAM;UNC93B1;ITGB2;PLEK;PLD4;IKZF1;CTSS;ICAM1;HPGDS;CCL5;UCP2;PLCG2;NCKAP1L;CD14;TNFAIP8L2;LAIR1;HAVCR2;CD74;LAG3;FCER1G;SYK;SLC11A1;CRYBB1;LY86;MERTK;MPEG1;HCK;PTPRC;ARHGAP30;BIN2;TMEM119;IRF8;TLR7;PIK3AP1;FCGR2B;FERMT3;C1QC	4.3725261866147655e-40	2.5797904501027114e-38
Microglia in Eye	C1QB;C1QA;CD84;CSF3R;NRROS;ITGAM;ITGB2;PLEK;PLD4;IKZF1;HPGDS;SLCO2B1;NCKAP1L;CD14;LAIR1;CD74;SLC11A1;LY86;MERTK;MPEG1;HCK;PTPRC;ARHGAP30;IRF8;PIK3AP1;C1QC	3.031239903018529e-26	8.942157713904661e-25
Myeloid cells in Stomach	CD86;C1QB;C1QA;CD74;CD84;CSF3R;FCER1G;PLEK;LY86;PLD4;TNFRSF1B;MERTK;MPEG1;HCK;IRF8;CD14;PIK3AP1;C1QC	2.26946510634452e-23	4.46328137581089e-22
Myeloid cells in Intestine	CD86;C1QB;C1QA;CD74;CSF3R;FCER1G;NCF1;CLEC10A;PLEK;LY86;PLD4;MERTK;MPEG1;CTSS;HCK;HPGDS;TIFAB;IRF8;TLR7;CD14;TNFAIP8L2;C1QC	1.711566145382947e-21	2.5245600644398468e-20
Microglia in Cerebrum	CD86;CEBPA;C1QA;CSF3R;B4GALT1;ITGAM;NCF1;UNC93B1;ITGB2;PLD4;CTSS;HPGDS;PLCG2;TNFAIP8L2;LAIR1;HAVCR2;CD74;SLC11A1;CRYBB1;LY86;MERTK;MPEG1;ARHGAP30;IRF8;TLR7;PIK3AP1;C1QC	4.9511651401757555e-20	5.842374865407391e-19
Antigen presenting cells in Thymus	CD86;SRGN;C1QB;C1QA;CD74;CD84;FCER1G;UNC93B1;PLEK;LY86;PLD4;MPEG1;CTSS;HCK;IRF8;TLR7;CD14	2.8711653093717213e-15	2.8233125542155262e-14
Myeloid cells in Muscle	CD86;C1QA;CD74;ITGAM;UNC93B1;SLC11A1;CRYBB1;LY86;PLD4;MERTK;CTSS;HCK;HPGDS;IRF8;CD14;C1QC	4.481652056449974e-15	3.777392447579264e-14
Myeloid cells in Placenta	CD86;C1QB;C1QA;CD74;SLC11A1;LY86;MPEG1;ICAM1;HCK;HPGDS;TLR7;CD14;TNFAIP8L2;LAIR1;C1QC	1.5154943452373542e-14	1.1176770796125487e-13
Myeloid cells in Heart	CD86;C1QB;C1QA;CD74;CLEC10A;SLC11A1;PLD4;MPEG1;HCK;SLCO2B1;IRF8;TLR7;CD14;C1QC	2.8688558403640463e-14	1.805479777124547e-13
Myeloid cells in Pancreas	CD86;SRGN;C1QB;C1QA;CSF3R;ITGAM;FCER1G;NCF1;CLEC10A;PLEK;PLD4;MPEG1;HCK;HPGDS;TIFAB;CD14;C1QC	3.0601352154653334e-14	1.805479777124547e-13
Myeloid cells in Kidney	CD86;C1QB;C1QA;NCF1;CRYBB1;MPEG1;HCK;HPGDS;TIFAB;CCL8;SLCO2B1;TLR7;HAVCR2;C1QC	1.3209557868156566e-11	7.08512649292034e-11
Myeloid cells in Lung	CD86;C1QB;C1QA;CD74;CLEC10A;PLD4;MPEG1;HCK;HPGDS;IRF8;CD14;HAVCR2;C1QC	1.746536955915885e-11	8.587140033253102e-11
Myeloid cells in Adrenal	CD86;C1QB;HCK;C1QA;UNC93B1;CLEC10A;SLCO2B1;SLC11A1;CD14;MERTK;MPEG1;C1QC	4.109946302220913e-10	1.8652833217771838e-9
Myeloid cells in Liver	CD86;C1QB;C1QA;VCAM1;TNFAIP8L2;MERTK;MPEG1;CTSS;C1QC	2.033765623463589e-6	8.570869413167982e-6
Megakaryocytes in Heart	PLEK;LCN2;FERMT3	0.028082452154275097	0.1104576451401487
Lymphoid cells in Spleen	CD52;NCF1;PLCG2	0.02997498945964677	0.11053277363244746
Stromal cells in Stomach	TMEM119;PCDH18	0.03370512707935509	0.11697661751070297
Myeloid cells in Spleen	CD86;HCK;MERTK	0.038200772814556486	0.1252136442254907
Megakaryocytes in Liver	PLEK;LCN2;FERMT3	0.046647591489487994	0.14485304725683112
Lymphoid cells in Placenta	CD52;AKNA;IL2RG	0.05593612186866281	0.1646703084870508
Lymphoid cells in Intestine	CD52;CCL5;IL2RG	0.058611465732679106	0.1646703084870508
Lymphoid cells in Adrenal	CD52;LAG3;IL2RG	0.07896508052212421	0.205275433378846
Megakaryocytes in Muscle	NFKBIA;CD84;BIN2;PLEK	0.08064549151381993	0.205275433378846
Lymphoid cells in Stomach	CD52;CCL5	0.0835018712049543	0.205275433378846
Megakaryocytes in Lung	CD84;PLEK;FERMT3	0.09402088499965348	0.22188928859918222
Stromal cells in Eye	RNASE4;PCDH18	0.10078056914414095	0.22869436844247368
Corneal and conjunctival epithelial cells in Eye	NFKBIA;CEBPA;IL1R1;LCN2	0.11247546611412042	0.24577972224937425
Vascular endothelial cells in Placenta	RAMP2;FCGR2B	0.11894607294499668	0.250636367991243
Megakaryocytes in Adrenal	PLEK;FERMT3	0.12454615107484027	0.2533869970143302
Vascular endothelial cells in Adrenal	RAMP2;FCGR2B	0.17936940410108024	0.3443373752571255
Lymphoid cells in Kidney	CD52;CCL5;IL2RG	0.18215664085174874	0.3443373752571255
PDE1C ACSM3 positive cells in Stomach	SHISA2	0.18927934562097604	0.3443373752571255
Stromal cells in Adrenal	TMEM119;PCDH18	0.1977088376539505	0.3443373752571255
Stromal cells in Intestine	TMEM119	0.19843170777529265	0.3443373752571255
Lymphoid cells in Lung	CD52;IL2RG	0.20799637928582237	0.35062246793895774
Extravillous trophoblasts in Placenta	HEXB	0.32787330879034837	0.5373479227397376
Stromal cells in Muscle	TMEM119	0.4136572199521785	0.657096882510556
CCL19 CCL21 positive cells in Pancreas	VCAM1	0.4301133480725904	0.657096882510556
Megakaryocytes in Cerebrum	CCL5;PLEK;FERMT3	0.4498881562841683	0.657096882510556
Megakaryocytes in Placenta	BIN2;FERMT3	0.45988795247749104	0.657096882510556
Lymphoid cells in Heart	CD52	0.46472284739722386	0.657096882510556
Lens fibre cells in Eye	CRYBB1	0.46776388246514156	0.657096882510556
Vascular endothelial cells in Eye	RAMP2	0.5057732439956629	0.6939679394359096
Megakaryocytes in Spleen	PLEK	0.559059206185794	0.7422998701704238
Astrocytes in Cerebellum	VCAM1	0.5714653241222679	0.7422998701704238
Lymphoid cells in Pancreas	CCL5	0.5787422716582965	0.7422998701704238
Stromal cells in Kidney	RNASE4	0.6133299553070602	0.7699248375131181
PAEP MECOM positive cells in Placenta	LCN2	0.6389608216024265	0.7713286841119562
Vascular endothelial cells in Cerebellum	RAMP2;IL1R1;PCDH18	0.6598412771225037	0.7713286841119562
Astrocytes in Cerebrum	VCAM1	0.6609728828166828	0.7713286841119562
Lymphoid cells in Muscle	IL2RG	0.6667417438933858	0.7713286841119562
Megakaryocytes in Kidney	LCN2	0.6888602334984397	0.7815914187770758
Squamous epithelial cells in Lung	LCN2	0.7288245730641032	0.8113330152977752
Skeletal muscle cells in Muscle	SHISA2	0.7453983707745704	0.8144167384388824
